ID,obrorgan,pinadleg,code,name_code,stroka,name_stroka,datee,vypusk,tk,tk_spec,tk__month,Indivpred,samozan,teach,army_priz,army_contr,decret,neformal,szn,no_motiv,drugoe,smert,nakazan,pereezd,uxod,inostran,inoe,will_trud,will_individpred,will_samozan,will_army_priz,will_army_contract,will_teach
2183,ГАПОУ СО Полипрофильный техникум им. О. В. Терёшкина,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,ГАПОУ СО Полипрофильный техникум им. О. В. Терёшкина,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,ГАПОУ СО Полипрофильный техникум им. О. В. Терёшкина,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,1,Всего,44835,14,7,7,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),1,Всего,44835,17,8,8,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,13.02.11,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2196,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,15.02.12,Монтаж; техническое обслуживание и ремонт промышленного оборудования (по отраслям),1,Всего,44835,12,8,8,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2197,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,15.02.12,Монтаж; техническое обслуживание и ремонт промышленного оборудования (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2198,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,15.02.12,Монтаж; техническое обслуживание и ремонт промышленного оборудования (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2199,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,15.02.12,Монтаж; техническое обслуживание и ремонт промышленного оборудования (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2200,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,15.02.12,Монтаж; техническое обслуживание и ремонт промышленного оборудования (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2201,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,1,Всего,44835,19,15,15,11,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,1,Всего,44835,30,13,13,13,0,0,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2211,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,1,Всего,44835,14,9,9,9,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2212,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,2,лица с ОВЗ,44835,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2213,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,3,из ОВЗ: инвалиды и дети-инвалиды,44835,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2214,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"2215,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2216,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.02.15,Поварское и кондитерское дело,1,Всего,44835,21,12,12,12,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.02.15,Поварское и кондитерское дело,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.02.15,Поварское и кондитерское дело,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.02.15,Поварское и кондитерское дело,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,ГАПОУ СО Ревдинский многопрофильный техникум,Министерство образования и молодежной политики,43.02.15,Поварское и кондитерское дело,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,1,Всего,44835,49,44,40,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.02,Преподавание в начальных классах,1,Всего,44835,22,19,9,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.02,Преподавание в начальных классах,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.02,Преподавание в начальных классах,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.02,Преподавание в начальных классах,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.02,Преподавание в начальных классах,5,Имеют договор о целевом обучении,44835,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.05,Коррекционная педагогика в начальном образовании,1,Всего,44835,16,11,8,8,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.05,Коррекционная педагогика в начальном образовании,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.05,Коррекционная педагогика в начальном образовании,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.05,Коррекционная педагогика в начальном образовании,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,ГАПОУ СО Ревдинский педагогический колледж,Министерство образования и молодежной политики,44.02.05,Коррекционная педагогика в начальном образовании,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,1,Всего,44835,25,15,11,11,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,09.02.01,Компьютерные системы и комплексы,1,Всего,44835,15,8,6,6,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,09.02.01,Компьютерные системы и комплексы,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,09.02.01,Компьютерные системы и комплексы,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,09.02.01,Компьютерные системы и комплексы,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,09.02.01,Компьютерные системы и комплексы,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),1,Всего,44835,21,13,11,7,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,1,Всего,44835,20,14,12,11,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.01.17,Мастер по ремонту и обслуживанию автомобилей,1,Всего,44835,20,12,9,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.01.17,Мастер по ремонту и обслуживанию автомобилей,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.01.17,Мастер по ремонту и обслуживанию автомобилей,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.01.17,Мастер по ремонту и обслуживанию автомобилей,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.01.17,Мастер по ремонту и обслуживанию автомобилей,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,1,Всего,44835,25,16,14,12,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),1,Всего,44835,34,27,24,23,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,39.02.01,Социальная работа,1,Всего,44835,22,14,11,9,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,39.02.01,Социальная работа,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,39.02.01,Социальная работа,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,39.02.01,Социальная работа,4,Инвалиды и дети-инвалиды,44835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,39.02.01,Социальная работа,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,1,Всего,44835,45,37,35,24,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,ГАПОУ СО Режевской политехникум,Министерство образования и молодежной политики,40.02.01,Право и организация социального обеспечения,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,ГАПОУ СО Свердловский областной педагогический колледж,Министерство образования и молодежной политики,43.02.10,Туризм,1,Всего,44835,18,14,13,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,ГАПОУ СО Свердловский областной педагогический колледж,Министерство образования и молодежной политики,43.02.10,Туризм,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,ГАПОУ СО Свердловский областной педагогический колледж,Министерство образования и молодежной политики,43.02.10,Туризм,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,ГАПОУ СО Свердловский областной педагогический колледж,Министерство образования и молодежной политики,43.02.10,Туризм,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,ГАПОУ СО Свердловский областной педагогический колледж,Министерство образования и молодежной политики,43.02.10,Туризм,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,ГАПОУ СО Свердловский областной педагогический колледж,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,1,Всего,44835,152,148,130,28,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
